"articulo","iditem","cod_familia","cod_sub_familia"
"ADAPTADOR PARA GAS REFRIGERANTE",74930,2,8
"RED PARA CAJA DE CAMIONES",9627,2,6
"SELLO ""O"" TANQUE HIDRAULICO",27020,2,12
"PENSAMIENTO, PLANTIN",7701,2,1
"BOCA DE SAPO, PLANTIN",7690,2,1
"PETUNIA RASTRERA, PLANTIN",7692,2,1
"DILATADOR SANITARIO",15081,2,6
"SEMILLA DE DICHONDRA",4020,2,1
"VANDETANIB (COMPRIMIDOS)",76315,2,13
"RODILLERA ACOLCHONADA",76330,2,9
"RECIPIENTE DE POLIETILENO ISOTERMICO PARA ALIMENTOS",76283,2,9
"ASPIRADOR DE CAUTERIO",67835,4,3
"DESARME DE CILINDRO HIDRAULICO PARA EQUIPO DE TRANSPORTE",9943,3,7
"EXTENSION DE GARANTIA DE SOFTWARE",76271,3,10
"REPARACION DE EQUIPO CAVITRON COOPER DE NEUROLOGIA",15147,3,7
"DOSIFICACION DE VORICONAZOL",76353,3,8
"SOBRE BARRERA PARA RADIOGRAFIA DENTAL",76299,2,9
"PERLA DE HIDROGEL",76367,2,9
"HANDHELD",12596,4,2
"TAPON DE COMBUSTIBLE PARA BORDEADORA",13537,4,7
"PAPEL ENGOMADO (LUCHA CONTRA VECTORES)",12679,2,6
"OVEJA CRIOLLA (OVIS ARIES)",9338,4,9
"ASIGNACION DE DONANTE DE SEMEN",76082,3,8
"HONORARIO DE CONSULTA MEDICA - ANDROLOGO",76078,3,8
"CUERPO DE CARBURADOR P/DESMALEZADORA",9085,4,7
"TAPA DE CARBURADOR P/DESMALEZADORA",9075,4,7
"CABEZAL DE ALCANTARILLA DE HORMIGON PREFABRICADO",76358,2,7
"REPARACION DE MEZCLADOR DE GRANOS",75063,3,7
"CINTURON DE SIMIL CUERO",75254,2,3
"LAMBRIZ DE PVC",76095,2,6
"CODO DOBLE PARA TERMOFUSION",76324,2,6
"POLLA PONEDORA",76357,4,9
"TARJETON DE CARTULINA",75787,2,4
"ESPIRAL METALICO DOBLE ANILLO PARA ENCUADERNAR",76011,2,9
"REPARACION DE CARPA ESTRUCTURAL",73794,3,7
"MULTIPANTALLA PARA VIDEO",76317,4,4
"PAPEL VERGE 240 G/M2",66545,2,4
"ESQUINERO DE CUCHARON",11641,2,12
"TUERCA DE DIENTE DE CUCHARON PARA MAQUINARIA VIAL",13734,4,7
"DIENTE COMPLETO DE TACHO (DIENTE Y PORTADIENTE)",7464,2,12
"ESCUADRA MAGNETICA",76240,2,8
"ABSORBENTE PARA INCONTINENCIA URINARIA FEMENINA",72641,2,9
"ABSORBENTE PARA INCONTINENCIA URINARIA MASCULINO",72642,2,9
"RECIPIENTE PARA TRASLADO DE SUSTANCIAS INFECCIOSAS",74065,2,9
"ESTUDIO PENTACAM",76077,3,8
"INSTALACION DE MANEJADORA DE AIRE ACONDICIONADO",75276,3,9
"IMPRESION DE POSAVASO",76354,3,2
"ESTRUCTURA METALICA PARA EQUIPO DE AIRE ACONDICIONADO",76348,2,8
"CONSTRUCCION DE LOSA",8429,6,8
"INSTALACION DE CABINA DE VIGILANCIA",74999,3,9
"REACTIVO PARA DETERMINACION DE ACTIVIDAD DE VIA ALTERNA DE COMPLEMENTO",67617,2,6
"FERULA PARA CADERA ARTICULADA",76373,2,9
"INSPECCION DE SISTEMA ANTICAIDA",76597,3,9
"ATEZOLIZUMAB ( INYECTABLE)",76375,2,13
"TAPA SUMIDERO EN ACERO INOXIDABLE",73608,2,8
"PARLANTE POTENCIADO",76359,4,4
"ESTACION DE TRABAJO PARA EXTRACCION EN FASE SOLIDA (SPE)",75708,4,3
"ESTRIBO DERECHO",23633,2,12
"RESONANCIA MAGNETICA DE ABDOMEN Y PELVIS CON CONTRASTE",33036,3,8
"EQUIPO PARA DESHIERBE TERMICO",73738,4,9
"TUNICA PARA PREESCOLAR",76107,2,3
"CHATA PARA CAMION",5715,4,5
"EQUIPO PORTATIL PARA LAVADO DE CONTENEDOR",76379,4,1
"ESCANER INTRAORAL",75586,4,3
"ENVASADORA AUTOMATICA",75830,4,1
"FUNDA PARA TABLA DE DIBUJO",72272,2,3
"PIEDRA SANITARIA PARA GATO",72877,2,9
"TRAMADOL/PARACETAMOL (SOLUCION ORAL)",76385,2,13
"JUEGO DE ESCAREADORES DE 9 PIEZAS",6784,2,8
"EOSINA AZULADA",21846,2,6
"CRISTAL LAMINADO INCOLORO",76328,2,7
"JUEGO DE REPARACION PARA TOMA DE FUERZA",12660,2,12
"PLACA LCP, ACERO INOXIDABLE, 3.5 MM",76234,2,9
"SERVICIO DE COSECHA DE FORRAJES, GRANOS Y/O CEREALES",76372,3,9
"MEMBRANA DE CARBURADOR PARA DESMALEZADORA",9062,4,7
"JUEGO CILINDRO DE PALA",22678,2,12
"BOQUILLA PARA FUENTE ORNAMENTAL",74861,2,8
"DUCTO MEDIA CAÑA DE ALUMINIO",78592,2,8
"FORZADOR DE AIRE ACONDICIONADO PARA EQUIPO DE TRANSPORTE",76382,2,12
"IMPRESION SOBRE VASO",75864,3,2
"ESTANDAR DE NAFAZOLINA CLORHIDRATO",68153,2,6
"ESTANDAR DE ORFENADRINA CITRATO",71631,2,6
"ESTANDAR DE VALSARTAN",75731,2,6
"FORCEPS PICO DE LORO",15957,2,9
"ACOPLE FLEXIBLE DE ACERO INOXIDABLE",75846,2,8
"ALMOHADON PARA LACTANCIA",76387,2,6
"FRUTILLA EN ALMIBAR",74833,2,1
"BRENTUXIMAB ( INYECTABLE)",76388,2,13
"OLEO CALCAREO",72650,2,6
"CANASTA DE MATERIAL ESCOLAR",75998,2,9
"DOSIFICACION DE METANEFRINA EN SANGRE",76391,3,8
"CONTENEDOR DE RESIDUOS VOLCADOR",75756,2,6
"BRONCE PATENTE REDONDO",6517,2,8
"PLANCHA DE MICARTA",47691,2,6
"REPARACION DE TRANSPORTADOR A TORNILLO",67475,3,7
"ARBOL CITRUS RETICULATA",76412,2,1
"ARBOL CITRUS RETICULATA X C. SINENSIS",76411,2,1
"ARBOL CITRUS X LIMON",76413,2,1
"ARBOL ROSA SPS",76410,2,1
"ARBOL ROSA LOUIS PHILIPPE",76409,2,1
"SUSTRATO PARA ALMACIEGO",76406,2,2
"CABLE DE CONTROL DIRECCIONAL (AERONAVE)",76404,2,12
"ESPEJO DE BOLSILLO",75873,2,7
"RETEN DE ELEMENTO VIBRATORIO PARA COMPACTADORA",22919,4,7
"REGLA ANALOGICA DE VIA",76418,4,3
"JABON DE COCO",71289,2,9
"REPUESTO Y/O ACCESORIO DE EQUIPO DE MONITOREO DE AIRE",76416,2,12
"ESPIGA SALVAVIDA PRENSABLE",75984,2,12
"REPUESTO Y/O ACCESORIO PARA INMOVILIZADOR DE CABEZA",76419,2,9
"HERRAJE TIPO BOCALLAVE DE HIERRO",76291,2,8
"LAPAROSCOPIA DIAGNOSTICA",72952,3,8
"SOPORTE PARA PAPELERA",73116,2,12
"CARNE DE PAVO (USO HUMANO)",14034,2,1
"MEDICION AMBIENTAL DE METIL ETIL CETONA (MEK)",76398,3,9
"CHAPA DE POLICARBONATO",76425,2,6
"CHAPA DE HIERRO GALVANIZADO TRAPEZOIDAL CALIBRE 25 (TIPO ECONOPANEL)",76424,2,8
"OBTURADOR INFLABLE",48715,2,8
"MESA TRAPEZOIDAL DE PVC",8347,4,8
"ESTANDAR DE CLOROTIAZIDA",71558,2,6
"RECUPERADOR DE ACEITE USADO PARA FOSA",10294,4,1
"ENROLLADOR CON TUBO PARA ACEITE Y AGUA",11372,4,1
"CARTULINA LAMINADA",76383,2,4
"CARTULINA METALIZADA",70744,2,4
"CUADERNO PENTAGRAMADO",74523,2,4
"MOLDE PARA MASA",76389,2,9
"GANCHO SIMPLE JOSEPH",76223,2,9
"PUNTERA DE METAL",67237,2,9
"PARCHE PARA CONGA",76444,2,9
"CALENTADOR DE ARMAZONES (OPTICA)",70167,4,3
"BARRA EXHIBIDORA PARA LENTES",75393,2,9
"PUPILOMETRO",41878,4,3
"REGLA OFTALMOLOGICA",75649,2,9
"ANTICUERPO ANTI-PLA2R",72579,2,6
"CEPILLADO DE BLOCK DE MOTOR",75438,3,7
"JUEGO DE ESPARRAGOS DE BLOCK",73592,2,12
"BOTADOR DE ARBOL DE LEVAS 030 DE MOTOR",24080,2,12
"REPUESTO Y/O ACCESORIO PARA IMPRESORA MULTIFUNCION",76446,2,12
"LINTERNA ACODADA TIPO MILITAR",65786,2,9
"HOJA DE SIERRA PARA SIERRA RECIPROCANTE",75179,2,9
"REPARACION DE ELEVADOR AUTOMATICO PARA DISCAPACITADOS",12151,6,8
"CORTANTE PARA REPOSTERIA",76454,2,9
"MANGA PARA REPOSTERIA",76456,2,9
"RASQUETA PARA MASA TIPO CORNET",76466,2,9
"REJILLA PARA ENFRIAR GALLETAS",76467,2,9
"CASACARA DE AVENA ( USO ANIMAL)",75331,2,1
"RETIRO DE CALDERA",76447,3,9
"SEMILLA DE CEBADA",76438,2,1
"ENGALLETADORA",76457,4,1
"REJA DE VENTILACION RETORNO RETICULA",76449,2,8
"GLUCOSAMINA-CONDROITIN (COMPRIMIDOS)",66322,2,13
"KETOCONAZOL (SOLUCION)",26246,2,13
"VACUNA CONTRA VIRUS PARAINFLUENZA CANINA + BORDETELLA BRONQUITIS",76450,2,6
"FENILBUTAZONA ORAL ( USO VETERINARIO)",76452,2,6
"FIROCOXIB ( USO VETERTINARIO)",76453,2,6
"POLIVITAMINICO PEQUEÑOS ANIMALES COMPRIMIDOS (USO VETERINARIO)",13212,2,6
"VACUNA ANTI ECTIMA CONTAGIOSO (PARAPOXVIRUS OVINO)",76470,2,6
"SUSTITUTO LACTEO CANINO (USO VETERINARIO)",76495,2,6
"NAFTALOPHOS ( USO VETERINARIO)",76526,2,6
"POLITILENO TUBULAR 150 MICRONES",76427,2,6
"RED DE FUTBOL TENIS",76473,2,9
"TOMA DE PARED PARA OXIGENO",72331,2,9
"FILL PORT",18766,2,9
"FILTRO PARA MEDULA OSEA",34051,2,9
"NOVOVICINA (USO EN LABORATORIO)",76434,2,6
"ADAPTADOR MINI-DISPLAY PORT A HDMI",76459,10,43
"DISCO DURO NL-SAS",76458,10,43
"CAJA DE CONTROL PARA TURBINA",10469,4,3
"TANQUE FLEXIBLE PARA AGUA",76421,4,1
"FORCEPS SUPERIOR COMPLETO DE COSTADO DERECHO",2118,2,9
"SERVICIO DE TELEVISION POR ABONADO (SATELITAL)",75392,3,5
"ANTICUERPO ANTI ANTIGENO NUCLEAR DE CELULAS EN PROLIFERACION (PCNA)",76002,2,6
"MANTENIMIENTO DE CALENTADOR DE AIRE FORZADO",74358,3,7
"O RING DEL ALTERNADOR (PARA MOTO)",12168,2,12
"PERNO DE PISTON (PARA MOTO)",7767,2,12
"CAMISA DE CILINDRO DE MOTOR 005""",24097,2,12
"LENTE POLICARBONATO CILINDRICO CON ANTIRREFLEJO",76001,2,9
"REPARACION DE CARROCERIA DE CAMION",76247,3,7
"PARACETAMOL/DICLOFENAC (COMPRIMIDOS)",76016,2,13
"CAPITEL DE HIERRO",76496,2,8
"FOTOGRAFIA (ANTIGÜEDAD)",76480,2,4
"PLANO DE CONSTRUCCION (ANTIGÜEDAD)",76479,2,4
"TAPON DE RADIADOR PARA CALEFACCION",65741,2,8
"CALCE DE APOYO PARA ABERTURA DE ALUMINIO",76505,2,9
"MECANISMO DE CIERRE PARA VENTANA",76506,2,9
"AFATINIB (COMPRIMIDOS)",76455,2,13
"ACIDO ELAGICO",75538,2,6
"HIDROXOCOBALAMINA ( INYECTABLE)",76422,2,13
"MODULO DE LACTANCIA",76485,4,8
"SOPORTE PARA CANISTER DE PARED",71947,2,9
"NIVEL PARA ELECTRICISTA",75645,2,8
"LURASIDONA ( COMPRIMIDOS)",76439,2,13
"REPLICA DE SABLE",71057,2,8
"MANTENIMIENTO DE EQUIPO PARA DETERMINACION DE INDICE DE CAIDA DE GRANOS",76415,3,7
"REPARACION DE SOXHLET",9302,3,7
"REPARACION DE ESTACION PERMANENTE GNSS",76460,3,7
"DETECCION DE SUCCINIL ACETONA EN ORINA",65540,3,8
"VACUNA CONTRA DIARREA NEONATAL Y SINDROME RESPIRATORIO BOVINO (USO VETERINARIO)",75023,2,6
"ABACO",14179,2,9
"CUBO DE ACTIVIDADES PARA BEBE",73734,2,9
"BANDEJA DE POLIETILENO DE ALTA DENSIDAD",76492,2,6
"SET DE PLACAS LCP DE 4.5/5.0 PARA FEMUR PROXIMAL",70381,2,9
"TASA POR INSPECCION DE ASCENSORES Y/O ELEVADORES",69896,3,6
"BIOMBO DE ALUMINIO",73707,4,8
"PASTA GRASOSA CON LUBRICANTES SOLIDOS",68451,2,6
"KIT DE SUCCION Y DESCARGA PARA MOTOBOMBA",76504,2,12
"KIT PARA EXTRACCION MEJORADA EN MATRIZ DE LIPIDOS",76502,2,6
"KIT DE EXTRACCION QUECHERS PARA PLAGUICIDA",76501,2,6
"INSERTO DE POLIPROPILENO PARA VIAL",76490,2,9
"FILTRO SECADOR COALESCENTE PARA EQUIPO DE TRANSPORTE",76573,2,12
"ARRENDAMIENTO DE ADORNOS FLORALES ARTIFICIALES",4449,3,9
"AGUJA MONOPOLAR PARA ELECTROMIOGRAFIA",17229,2,9
"CONEXION ESTAÑADO 0.14",18488,2,9
"CABLE SUPERPLASTICO DE 7 HILOS",9565,2,9
"ARMADO DE RACK PARA INFORMATICA",76489,3,9
"RESINA FENOLICA",72562,2,6
"JUEGO MUSICAL INFANTIL",75686,4,4
"SISTEMA DE FLUJO DE VIDEO",76244,4,4
"PIEDRA DE DIAMANTE PERA PARA TURBINA",3119,2,9
"ESTUDIO GENETICO DE OBESIDAD MONOGENICA",76514,3,8
"BOBINA DE BOLSA DE AIRE",73569,2,12
"ESTUDIO CITOGENETICO CARIOTIPO C/BANDEO- TUMOR",73649,3,8
"LENTE POLICARBONATO ESFERICO CON ANTIRREFLEJO",75638,2,9
"SEPARADOR DE AORTA",20452,2,9
"ESTUDIO VIROLOGICO DE SECRECIONES RESPIRATORIAS",33128,3,8
"SINCRONIZADOR DE 2ª Y 3ª PARA EQUIPO DE TRANSPORTE",5927,2,12
"PLACA LCP 4.5/5.0 EN T",71431,2,9
"PLACA LCP 4.5/5.0 ESTRECHA",71430,2,9
"MANOMETRO PARA AUTOGENA",76527,2,9
"PIEDRA PARA CHISPERO",75427,2,8
"DARATUMUMAB (INYECTABLE)",76528,2,13
"TRANSITO ESOFAGICO",24591,3,8
"EQUIPO Y ACCESORIOS PARA REALIZAR PRACTICAS DE MAGNETISMO Y ELECTRICIDAD",76349,4,4
"FUENTE DE ALIMENTACION COMBINADA CA/CC",76503,4,3
"PULSADOR PARA ALARMA CONTRA ROBO",76307,4,2
"INSUMOS PARA EQUIPO DE TINCION AUTOMATIZADA",72192,2,6
"INSTALACION DE HORNO INDUSTRIAL",76276,3,9
"TAPON DE POLIETILENO A PRESION",76020,2,9
"BACILLUS CEREUS DETERMINACION DE TOXINAS",5072,2,6
"GENERADOR DE HIELO EN CUBOS (USO INDUSTRIAL)",76356,4,1
"PANEL PARA PCR EN TIEMPO REAL PARA SCREENING DE PATOGENOS",72233,2,6
"CHAPA DE HIERRO GALVANIZADO ACANALADA CALIBRE 30",76538,2,8
"GESTION DEL PORTAFOLIOS DE PROGRAMAS Y PROYECTOS",66943,3,8
"ARNES PARA CASCO BALISITICO",76517,2,9
"AGUJA SUTURA CHICA RECTA LANCEOLADA",17295,2,9
"PAPEL DE LIMPIEZA MULTIPROPOSITO (CELULOSA/POLIPROPILENO)",76547,2,9
"CAMARA DE RECUENTO SEDGEWICK RAFTER",75148,2,9
"SEGURO DE RUEDA GUIA",22948,2,12
"CONTRAPESO PARA TRIPODE",76474,4,4
"FUNDA PARA DISTRIBUIDOR DE AUDIO",76476,2,9
"FUNDA PARA MESA PLEGABLE",76477,2,3
"BOLSO PARA CONSOLA MEZCLADORA DE SONIDO",58629,2,9
"OLIVA PARA PRUEBA DE AUDIOPROTESIS (AUDIFONO)",64413,2,9
"SEMILLA DE ARAUCARIA BIDWILLI",1623,2,1
"MANTENIMIENTO DE ESPECTROFOTOMETRO",75956,3,7
"MANTENIMIENTO DE BOMBA PARA TERAPIA DE PRESION NEGATIVA",76544,3,7
"MINOXIDIL LOCION",68757,2,13
"ANTITOXINA DIFTERICA",76318,2,13
"CONTROL DE ACELERADOR",27938,2,12
"ARANDELA DE TORNILLO DE HOJA TOPADORA",13105,2,12
"BOLSA DE POLIESTER",76513,2,3
"COREBIOPSIA",58330,3,8
"GRAMPA CON PRECINTO DE SEGURIDAD",76331,2,8
"HORQUILLA PARA RUEDA GIRATORIA",76523,2,12
"REPARACION DE PLATINA DE TOPADOR",10253,3,7
"REGISTRADOR MINIATURA MULTICANAL",9776,4,3
"SUTURA POLIGLICONATO 6-0",74508,2,9
"CALENTADOR DE INDUCCION",76484,4,1
"PLACA DE EXPANSION PARA MICROCONTROLADOR",76181,10,43
"REPUESTO Y/O ACCESORIO PARA COCINA A FUEL OIL- GAS OIL",65430,2,12
"SERVICIO DE ATENCION A USUARIOS CON CONSUMO PROBLEMATICO DE ALCOHOL Y DROGAS",72343,3,9
"SESION DE TERAPIA DEL DOLOR",75164,3,8
"CLAVO KIRSHNER ROSCADO",28598,2,9
"DESTORNILLADOR TIPO AO 2.0 MM ANCLAJE RAPIDO",24747,2,9
"RETIRO DE COLUMNA",69842,3,9
"LUMINARIA ESFERICA CON DIFUSOR TRANSPARENTE FACETADO (ANTIVANDALICO)",9723,2,9
"TAPA DE MARMOL",31838,2,7
"REACTIVO DE HORMONA ESTIMULANTE DE TIROIDES (TSH) (USO VETERINARIO",76552,2,6
"REACTIVO DE TIROXINA (T4) (USO VETERINARIO)",76553,2,6
"INSUMOS PARA EQUIPO ANALIZADOR DE RADIOINMUNOENSAYO",76551,2,6
"REACTIVO PARA DETERMINACION DE TRIPSINA INMUNOREACTIVA (TIR) (USO VETERINARIO)",76554,2,6
"LIJADORA COMBINADA DE BANDA Y DISCO",75262,2,8
"CUENTA GOTAS DE PLASTICO",76535,2,9
"TORNASOL",22336,2,6
"SET DE FUNDA PARA BATERIA",76567,2,9
"DESACTIVADOR DE ETIQUETA ANTIHURTO",76568,10,43
"ACTIVADOR DE ETIQUETA ANTIHURTO",76569,10,43
"HUEVO DE CODORNIZ",76581,2,1
"CANASTITAS",76582,2,1
"CREMA VEGETAL PARA CHANTILLY",76583,2,1
"ARO DE CALAMAR CONGELADO",76584,2,1
"LANGOSTINO CONGELADOS",76585,2,1
"MEJILLON CONGELADO",76586,2,1
"INCUBADORA DE CRECIMIENTO DE PLANTAS",76548,4,3
"MICROPIPETA DE 4 CANALES",76555,2,9
"COLECISTECTOMIA CONVENCIONAL",73619,3,8
"MANTENIMIENTO DE KIOSCO DISPENSADOR ATM (CASINOS)",76541,3,7
"REPARACION DE CILINDRO DE TOLVA",11004,3,7
"FILTRO PARA PECERA",76576,2,9
"KIT PARA AMONIO",76461,2,6
"KIT PARA NITROGENO TOTAL",76531,2,6
"KIT PARA NITRITO",3463,2,6
"CAMARA SEPTICA DE POLIPROPILENO",74876,2,6
"ESPARRAGO PUNTA DE CIGUEÑAL",23040,2,12
"FLUIDO PARA SISTEMAS DE TRANSFERENCIA TERMICA",5828,2,6
"LLAVE HEMOSTATICA ROTATORIA",70833,2,9
"MACHO PARA TORNILLO ESPONJOSA",24803,2,9
"REPARACION DE VENTILADOR CENTRIFUGO",76521,3,7
"SUPRESOR DE ARCO",64923,2,9
"ZOCALO SANITARIO DE ACERO INOXIDABLE",73925,2,8
"SERVO DE EMBRAGUE",75296,2,12
"AINE CON VITAMINA B Y CORTICOIDES (COMPRIMIDOS)",69276,2,13
"TAPON CORONA",37072,2,8
"ADAPTADOR DE RECEPTACULO",75999,2,9
"GOMA PARA PULIR ACRILICO",76603,2,9
"REDUCTOR DE TENSION SUPERFICIAL ( ODONTOLOGIA)",75474,2,6
"SILICONA PARA DUPLICAR",75458,2,6
"OLLA DE POLIMERIZACION",71621,2,9
"OCLUSOR VERTICAL DOBLE PARA ORTODONCIA",74311,2,9
"FRESA PARA PULIR CERAMICA",75224,2,9
"FRESA BROCA DIATIT TUNGSTENO ( LABORATORIO DENTAL)",76623,2,9
"PARALELOMETRO DENTAL",74429,4,3
"REPUESTO Y/O ACCESORIO PARA FRESADORA (LABORATORIO DENTAL)",76621,2,12
"LINEA DE TRANSFERENCIA DE CATETER PARA DIALISIS PERITONEAL",71524,2,9
"HENDIDORA AUTOMATICA",76534,4,2
"MASTIL PARA ANTENA TACTICA",76448,2,9
"PISTOLA CLAVADORA DE FIJACION A POLVORA",76592,2,8
"JERGON PARA CABALLO",76532,2,3
"REACTIVO PARA LA DISOCIACION DEL CEREBRO HUMANO ADULTO",76594,2,6
"REACTIVO PARA MARCADO INDIRECTO DE MONOCITOS",76595,2,6
"HEBRA DOBLE 1.0 MM",19056,2,9
"SERVICIO DE GEOCODIFICACION",72137,3,8
"PROTESIS METALICA BILIAR",24966,2,9
"RECUBRIMIENTO EN TELA DE AERONAVE",76598,3,7
"KIT DE MANTENIMIENTO PARA PLOTTER",76600,2,12
"PUENTE DE OPTICA PARA UROLOGIA",53509,2,9
"TAPA DE HORMIGON PARA MOSAICO",72316,2,7
"REPUESTO Y/O ACCESORIO PARA MANEJADORA DE AIRE ACONDICIONADO",76602,2,12
"CUÑA DE PLASTICO PARA CORTE DE ARBOL",75944,2,6
"DELANTAL SALPICADERO",23608,2,12
"MANTENIMIENTO DE NEUROESTIMULADOR",74357,3,7
"CONO DE RODILLOS (PARA RODAMIENTOS DE RODILLOS CILINDRICOS)",10820,2,8
"PAPEL COTEADO 150 G/M2",76614,2,4
"CATETER DIALISIS PERITONEAL DOBLE CUFF CUELLO DE CISNE MISSOURI IZQUIERO",71525,2,9
"CATETER RADIOPACO VENOSO CON AG.EXTERNA 19G",18099,2,9
"TECLADO PARA AUDIO",76488,4,4
"OXACILINA (USO EN LABORATORIO)",67631,2,6
"COLAGENASA",45480,2,6
"BROMURO DE METIL TIAZOL DIFENIL TETRAZOLIO (MTT)",21761,2,6
"TERAPIA DE REHABILITACION COGNITIVA",29672,3,8
"PERA DE AGUA",60158,2,9
"DESPLAZADOR PARA INODORO",75596,2,6
"MANTENIMIENTO DE TAG RFID",76628,3,10
"RESORTE DE DESCOMPRESOR",23209,2,12
"MANGA DE NYLON ESTERIL",70571,2,9
"LENTE ORGANICO COMBINADO",75557,2,9
"LENTE POLICARBONATO COMBINADO",75558,2,9
"LENTE POLICARBONATO ESFERICO",74350,2,9
"TALLADO DE SUPERFICIE LENTE POLICARBONATO",75555,3,8
"LENTE POLICARBONATO COMBINADO CON ANTIRREFLEJO",75639,2,9
"LENTE ORGANICO FOTOCROMATICO COMBINADO CON ANTIRREFLEJO",68197,2,9
"LENTE ORGANICO FOTOCROMATICO ESFERICO CON ANTIRREFLEJO",68195,2,9
"GABINETE HIGIENICO",73207,4,9
"TIJERA DE BRUNS",76626,2,9
"GUANTE DE EQUITACION",76175,2,9
"MEDIDOR PARA ORIFICIOS 2,7 - 3,5 MM DIAMETRO PARA TORNILLO DE PEQUEÑOS FRAGMENTOS LONGITUD 50 MM",21587,2,9
"REPARACION DE CARRO DE REANIMACION CARDIOPULMONAR",76633,3,7
"MORTERO EXPANSIVO PREMEZCLADO (USO EN ANCLAJES)",76472,2,6
"JUEGO DE ACCESORIOS PARA MINI TORNO",71402,2,8
"CICATRIZANTES (LOCION)",76570,2,13
"POLERA EN MODAL",63061,2,3
"HILO DE SILICONA",76493,2,3
"ESCALON DE HORMIGON RPREFABRICADO",76429,2,7
"PILETA DE HORMIGON CON PIE",76169,2,7
"MODULO DE BARANDA PEATONAL DE HIERRO REDONDO DE 22 MM.",3283,2,8
"REACTIVO PARA LA DETERMINACION DE ADIPONECTINA",76638,2,6
"REACTIVO PARA DETERMINACION DE LEPTINA",76630,2,6
"REACTIVO PARA DETECCION DE ANTICUERPOS ANTI DIROFILARIA IMMITIS-TEST RAPIDO",76641,2,6
"REACTIVO PARA DETECCION DE ANTICUERPOS ANTI LEPTOSPIRIA IGM-TEST RAPIDO",76639,2,6
"REACTIVO PARA DETECCION DE ANTICUERPOS ANTI EHRLICHIA CANIS-TEST RAPIDO",76640,2,6
"REACTIVO PARA DETECCION DE ANTICUERPO ANTI- CORONAVIRUS FELINO ((FCOV / FIPV) -TEST RAPIDO",76642,2,6
"REACTIVO PARA DETECCION DE ANTICUERPOS ANTI NUCLEARES (USO VETERINARIO)",76643,2,6
"REACTIVO PARA DETECCION DE ANTICUERPOS IGG ANTI NEOSPORA CANINUM (USO VETERINARIO)",76644,2,6
"CONTROL DE ANTICUERPO ANTI-NEOSPORA CANINUM",76645,2,6
"PINZA AURICULAR PICO DE PATO",75628,2,9
"INSTALACION DE BARRERA MECANICA PARA AVES",76629,3,9
"PILETA DE HIERRO ESMALTADA",4850,2,8
"CESTILLA MONOFILAMENTO GRANDE",18231,2,9
"BOTON LINGUAL CON MALLA",28474,2,9
"ASA DE DIGRALSKY",72837,2,9
"REACTIVO PARA DETECCION DE HAPTOGLOBINA",28138,2,6
"CONTROL DE HAPTOGLOBINA",76651,2,6
"REPUESTO Y/O ACCESORIO PARA BAÑO SECO",76197,2,12
"FILTRO DE NAFTA PARA MOTOSIERRA",75868,4,7
"ESTANDAR DE AMONIO- 5- CLOROBENZOFENONA",76666,2,6
"ESTANDAR DE HALOPERIDOL PARA TEST LIMITE",32843,2,6
"ESTANDAR DE COMPUESTO RELACIONADO A DE HALOPERIDOL",76667,2,6
"ESTANDAR DE COMPUESTO RELACIONADO B DE HALOPERIDOL",76668,2,6
"FRESADORA MANUAL",76649,2,8
"INSERTO METALICO ROSCADO PARA MADERA",76774,2,8
"SOLUCION DE CALIBRACION PARA MEDIDOR PH/ORP PARA PISCINA",76663,2,6
"CONTRAPESO AVANCE BOMBA DE INYECCION",24166,2,12
"INSUMOS PARA SISTEMA AUTOMATIZADO DE NMP",76604,2,6
"SEPARADOR AUTOESTATICO BABY ADSON",70266,2,9
"VELCRO MECANICO",67231,2,8
"ACCESORIO PARA MONTAJE ILIZAROV",76652,2,9
"COLCHON DE ESPUMA VISCOELASTICA",76590,2,6
"COLOCACION DE ALERO",75274,3,9
"REFLOTAMIENTO DE EMBARCACION",76659,3,7
"ROSCA CORRIDA DE POLIPROPILENO",76064,2,6
"CONTROL PLASMA",76657,2,6
"SUPLEMENTO VCNT",75050,2,6
"AGAR TRIPTICASA SOYA (TSA) EN PLACA",76370,2,6
"CONFECCION DE CORTADOR DE FILTROS EN ACRILICO",76676,3,9
"RESONANCIA MAGNETICA DOS REGIONES CON ANESTESIA",76609,3,8
"ENZIMOGRAMA HEPATICO",75716,3,8
"AIREADOR PARA PICO DE GRIFERIA",76637,2,9
"ESTUCHE PARA MEDALLA",76671,2,9
"PLANTA DE AGAVE AMERICANA VARIEGADA",1946,2,1
"MICROTOMOGRAFIA COMPUTARIZADA DE RAYOS X - MAXILAR SUPERIOR",76670,3,8
"EXTRACTOR DE CALCULOS DORMIA, DISEÑO DE MALLA (CUCHARON) PARA UROLOGIA",32697,2,9
"RHAPIS EXCELSA",76672,2,1
"BEGONIA",7698,2,1
"PERNO DE LEVA DE CAMBIOS (PARA MOTO)",11983,2,12
"REPARACION DE DUPLICADORA DE PELICULAS",3320,3,7
"HIDROXIETILCELULOSA DE ALTA VISCOSIDAD",75788,2,6
"ESTUFA A LEÑA",75233,4,2
"1,2- BENZENEDITHIOL",76675,2,6
"KIT ENSAYO PARA DETECCION DE ALMIDON",73848,2,6
"REACTIVO PARA LA DETERMINACION COLORIMETRICA DE FRUCTOSAMINA",76440,2,6
"ARTEFACTO DE ILUMINACION LED DE EMERGENCIA",76647,2,9
